113
109
249
681
1403
3585
7517
14365
23254
29664
26597
15655
7774
6164
6013
6008
6293
6579
6573
6712
6853
6993
6987
7420
7560
7554
8277
8272
8557
8843
9129
9561
10721
9550
11148
11579
13178
19296
16520
22056
31236
43626
56306
79340
67377
61685
26827
10781
3776
562
265
132
