.002
.002
.002
.009
.017
.035
.047
.080
.106
.103
.088
.076
.073
.073
.069
.069
.069
.069
.073
.069
.073
.073
.076
.084
.084
.091
.095
.103
.106
.121
.144
.159
.189
.226
.245
.278
.364
.417
.563
.622
.727
.847
.966
1.000
.895
.477
.275
.170
.103
.088
.140
.196
.271
.357
.391
.428
.301
.002
